name,host_name,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,beds,price,review_scores_rating
Rental unit in Madrid · ★4.79 · 1 bedroom · 2 beds · 1 shared bath,Fernando,t,Acacias,Arganzuela,40.40449,-3.70463,Habitación privada,2,2.0,$35.00,4.79
Rental unit in Madrid · ★4.29 · 1 bedroom · 1 bed · 1 bath,Rocio,t,Arapiles,Chamberí,40.43698,-3.711,Casa entera,2,1.0,$90.00,4.29
Home in Madrid · ★4.64 · 1 bedroom · 1 bed · 2 baths,Ainhoa,f,Acacias,Arganzuela,40.40349,-3.70418,Casa entera,2,1.0,$60.00,4.64
Rental unit in Madrid · ★4.89 · 1 bedroom · 1 bed · 1 bath,Matias,t,Universidad,Centro,40.42329,-3.70833,Casa entera,4,1.0,$113.00,4.89
Condo in Madrid · 2 bedrooms · 4 beds · 2 baths,Esther,f,Castilla,Chamartín,40.47143,-3.6748,Casa entera,4,4.0,$85.00,5.0
Rental unit in Madrid · ★4.62 · 1 bedroom · 1 bed · 1.5 shared baths,Margarita,f,Acacias,Arganzuela,40.40333,-3.7025,Habitación privada,1,1.0,$32.00,4.62
Rental unit in Madrid · ★4.56 · 1 bedroom · 4 beds · 2 shared baths,Juan Jesus,f,Embajadores,Centro,40.41256,-3.70373,Habitación privada,1,4.0,$20.00,4.56
Rental unit in Madrid · ★4.97 · Studio · 1 bed · 1 bath,Luisa,t,Argüelles,Moncloa - Aravaca,40.42796,-3.72054,Casa entera,1,1.0,$44.00,4.97
Rental unit in Madrid · ★4.26 · 1 bedroom · 1 bed · 1 bath,Dana,f,Universidad,Centro,40.42057,-3.70486,Casa entera,2,1.0,$75.00,4.26
Rental unit in Madrid · ★4.99 · 4 bedrooms · 6 beds · 2.5 baths,Juan Antonio,t,Universidad,Centro,40.42482,-3.71084,Casa entera,8,6.0,$240.00,4.99
Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Lili,f,Pueblo Nuevo,Ciudad Lineal,40.42432,-3.6399,Habitación privada,1,1.0,$35.00,5.0
Rental unit in Madrid · ★4.75 · 1 bedroom · 2 beds · 1 shared bath,Lili,f,Pueblo Nuevo,Ciudad Lineal,40.42432,-3.6399,Habitación privada,2,2.0,$30.00,4.75
Rental unit in Madrid · ★4.86 · 1 bedroom · 2 beds · 1 bath,Consuelo,t,Sol,Centro,40.41429,-3.70649,Casa entera,4,2.0,$69.00,4.86
Rental unit in Madrid · ★4.68 · 1 bedroom · 1 bed · 1 bath,Sonia,f,Embajadores,Centro,40.41048049926758,-3.7063961029052734,Casa entera,2,1.0,$119.00,4.68
Rental unit in Madrid · ★4.51 · 2 bedrooms · 3 beds · 1 bath,Miguel,f,Embajadores,Centro,40.40687,-3.70917,Casa entera,4,3.0,$220.00,4.51
Home in Madrid · ★4.50 · 1 bedroom · 2 beds · 1 bath,Fran&Joni,f,Casco Histórico de Vallecas,Villa de Vallecas,40.37093,-3.62298,Habitación privada,2,2.0,$23.00,4.5
Rental unit in Madrid · ★4.72 · 1 bedroom · 1 bed · 1 bath,Áureo,f,Embajadores,Centro,40.41233,-3.70641,Casa entera,2,1.0,$51.00,4.72
Rental unit in Madrid · ★4.85 · 1 bedroom · 1 bed · 1 private bath,Iguacel,f,Trafalgar,Chamberí,40.43287,-3.7007,Habitación privada,1,1.0,$46.00,4.85
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Cristina,f,Puerta del Angel,Latina,40.40788,-3.73147,Habitación privada,1,1.0,$45.00,
Rental unit in Madrid · ★4.83 · 3 bedrooms · 5 beds · 2 baths,Domingo,t,Cortes,Centro,40.41382,-3.69514,Casa entera,8,5.0,$171.00,4.83
Rental unit in Madrid · ★4.81 · 2 bedrooms · 3 beds · 1 bath,Félix,t,Pacífico,Retiro,40.40222,-3.68096,Casa entera,4,3.0,$120.00,4.81
Rental unit in Madrid · ★4.90 · 1 bedroom · 2 beds · 1 bath,Consuelo,t,Palacio,Centro,40.41497,-3.70853,Casa entera,4,2.0,$69.00,4.9
Rental unit in Madrid · ★4.74 · 1 bedroom · 1 bed · 2 shared baths,Marina Y Danna,f,Arcos,San Blas - Canillejas,40.4267,-3.61631,Habitación privada,2,1.0,$42.00,4.74
Rental unit in Madrid · ★4.83 · 4 bedrooms · 4 beds · 3 baths,Home At Homes,t,Lista,Salamanca,40.43189,-3.67793,Casa entera,6,4.0,$230.00,4.83
Rental unit in Madrid · ★4.77 · 3 bedrooms · 5 beds · 2 baths,Antonio : Smart Apartments Madrid,f,Castillejos,Tetuán,40.45989,-3.69472,Casa entera,8,5.0,$197.00,4.77
Rental unit in Madrid · 2 bedrooms · 1 bed · 1 bath,KMitocondria,f,Puerta Bonita,Carabanchel,40.37609,-3.74279,Casa entera,2,1.0,$20.00,0.0
Serviced apartment in Madrid · ★4.44 · 1 bedroom · 1 bed · 1 bath,Compostela,f,Rejas,San Blas - Canillejas,40.44655,-3.58128,Casa entera,2,1.0,$95.00,4.44
Rental unit in Madrid · ★4.92 · 1 bedroom · 2 beds · 1 bath,Alberto,t,Sol,Centro,40.41399,-3.70776,Casa entera,4,2.0,$77.00,4.92
Rental unit in Madrid · ★4.72 · 1 bedroom · 2 beds · 1 bath,Xavier,t,Palacio,Centro,40.41747,-3.70979,Casa entera,2,2.0,$170.00,4.72
Rental unit in Madrid · ★4.77 · 1 bedroom · 2 beds · 1 bath,Maria,t,Palacio,Centro,40.40789,-3.71404,Casa entera,4,2.0,$77.00,4.77
Home in Madrid · ★4.27 · 4 bedrooms · 12 beds · 3 baths,Farah Maria,f,Pinar del Rey,Hortaleza,40.4696,-3.65012,Casa entera,12,12.0,$154.00,4.27
Rental unit in Madrid · ★4.43 · 1 bedroom · 1 bed · 1 bath,Ana,f,Embajadores,Centro,40.41189,-3.70107,Casa entera,2,1.0,$71.00,4.43
Rental unit in Madrid · ★4.76 · 2 bedrooms · 6 beds · 2 baths,Anouk,t,Sol,Centro,40.41584,-3.70683,Casa entera,8,6.0,$121.00,4.76
Rental unit in Madrid · ★4.64 · 1 bedroom · 1 bed · 2 baths,Mercedes,f,Costillares,Ciudad Lineal,40.47444,-3.67135,Habitación privada,1,1.0,$40.00,4.64
Loft in Madrid · ★4.82 · 1 bedroom · 1 bed · 1 bath,Begoña,t,Palacio,Centro,40.41166,-3.71007,Casa entera,2,1.0,$95.00,4.82
Rental unit in Madrid · ★4.74 · Studio · 1 bed · 1 bath,José,t,Sol,Centro,40.41403,-3.70453,Casa entera,4,1.0,$106.00,4.74
Rental unit in Madrid · ★4.18 · 3 bedrooms · 6 beds · 2 baths,Alvaro,f,Palos de Moguer,Arganzuela,40.40115,-3.69657,Casa entera,8,6.0,$149.00,4.18
Rental unit in Madrid · ★4.32 · 1 bedroom · 2 beds · 1 shared bath,Abdul,f,Universidad,Centro,40.42555,-3.70379,Habitación privada,3,2.0,$30.00,4.32
Rental unit in Madrid · ★4.11 · 1 bedroom · 1 bed · 1 shared bath,Abdul,f,Universidad,Centro,40.42398,-3.70451,Habitación privada,3,1.0,$37.00,4.11
Rental unit in Madrid · ★4.67 · 3 bedrooms · 4 beds · 2 baths,Román,f,Los Angeles,Villaverde,40.36089,-3.69594,Casa entera,6,4.0,$100.00,4.67
Rental unit in Madrid · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,Pilar,f,Costillares,Ciudad Lineal,40.47731,-3.66659,Habitación privada,1,1.0,$24.00,4.93
Rental unit in Madrid · ★4.71 · 3 bedrooms · 3 beds · 1 bath,Román,f,Los Angeles,Villaverde,40.35701,-3.69643,Casa entera,5,3.0,$80.00,4.71
Rental unit in Madrid · ★4.94 · 2 bedrooms · 2 beds · 1 bath,Jorge & Angelina,t,Universidad,Centro,40.42194,-3.70194,Casa entera,4,2.0,$250.00,4.94
Rental unit in Madrid · ★4.77 · 3 bedrooms · 5 beds · 3.5 baths,HeimaHomes,t,Palacio,Centro,40.41027,-3.7122,Casa entera,6,5.0,$255.00,4.77
Rental unit in Madrid · ★4.71 · 1 bedroom · 1 bed · 1 bath,Jorge,f,Palacio,Centro,40.42162,-3.71158,Casa entera,2,1.0,$90.00,4.71
Rental unit in Madrid · ★4.75 · 2 bedrooms · 3 beds · 1 bath,Jacqueline  - Apartamentos,t,Ibiza,Retiro,40.41873,-3.67761,Casa entera,4,3.0,$131.00,4.75
Rental unit in Madrid · ★4.80 · 2 bedrooms · 2 beds · 2 baths,Willem,t,Simancas,San Blas - Canillejas,40.43602,-3.63506,Casa entera,3,2.0,$69.00,4.8
Rental unit in Madrid · ★4.68 · 1 bedroom · 1 bed · 1 private bath,Kristian,f,Sol,Centro,40.41538,-3.70351,Habitación privada,2,1.0,$248.00,4.68
Home in Madrid · 4 bedrooms · 1 bed · 2 shared baths,Carlos,f,Timón,Barajas,40.47281,-3.58827,Habitación privada,2,1.0,$28.00,5.0
Loft in Madrid · ★4.66 · 2 bedrooms · 3 beds · 1 bath,Maria Jose,f,Universidad,Centro,40.4236378,-3.7018958,Casa entera,5,3.0,$95.00,4.66
Rental unit in MADRID · ★4.59 · 2 bedrooms · 2 beds · 1 bath,Andrea Y Daniel,f,Justicia,Centro,40.42242,-3.69674,Casa entera,4,2.0,$81.00,4.59
Rental unit in Madrid · ★4.76 · 1 bedroom · 2 beds · 1 bath,Oscar Vanessa Mica Y Julia,f,Cortes,Centro,40.41245,-3.69688,Casa entera,4,2.0,$94.00,4.76
Home in Madrid · 1 bedroom,Raquel,f,Salvador,San Blas - Canillejas,40.4403,-3.63464,Habitación privada,2,,$30.00,
Rental unit in Madrid · ★4.68 · 2 bedrooms · 3 beds · 1 bath,M. Guadalupe,,Palos de Moguer,Arganzuela,40.40546,-3.69213,Casa entera,5,3.0,$100.00,4.68
Hut in Madrid · 1 bedroom · 2 beds · 1 shared bath,Mariano,t,Embajadores,Centro,40.41089,-3.70689,Habitación compartida,2,2.0,$14.00,
Rental unit in Madrid · ★4.77 · 2 bedrooms · 4 beds · 2 baths,Home At Homes,t,Recoletos,Salamanca,40.42722,-3.68388,Casa entera,4,4.0,$315.00,4.77
Rental unit in Madrid · ★4.83 · 1 bedroom · 1 bed · 2 shared baths,Carmen,t,Jerónimos,Retiro,40.4077,-3.68473,Habitación privada,1,1.0,$26.00,4.83
Rental unit in Madrid · ★4.84 · 2 bedrooms · 3 beds · 1.5 baths,Marcelo,f,Palos de Moguer,Arganzuela,40.40224,-3.70001,Casa entera,4,3.0,$82.00,4.84
Rental unit in Madrid · ★4.87 · 1 bedroom · 1 bed · 1 bath,Ricardo,t,Universidad,Centro,40.42103,-3.70171,Casa entera,2,1.0,$147.00,4.87
Rental unit in Madrid · ★4.46 · 2 bedrooms · 2 beds · 1 bath,Miguel,f,Cortes,Centro,40.4112,-3.69567,Casa entera,4,2.0,$57.00,4.46
Rental unit in Madrid · ★4.60 · 1 bedroom · 2 beds · 1 bath,Marga,f,Universidad,Centro,40.42681,-3.7025,Casa entera,4,2.0,$113.00,4.6
Rental unit in Madrid · ★4.87 · 1 bedroom · 1 bed · 1 bath,Luisa,t,Justicia,Centro,40.42171,-3.69823,Casa entera,2,1.0,$90.00,4.87
Home in Madrid · ★4.76 · 1 bedroom · 1 bed · 1 bath,Ivaylo,t,Puerta del Angel,Latina,40.40777,-3.74013,Habitación privada,2,1.0,$25.00,4.76
Rental unit in Madrid · ★4.80 · 2 bedrooms · 4 beds · 2 baths,Begoña,f,Palacio,Centro,40.42033,-3.70862,Casa entera,4,4.0,$95.00,4.8
Rental unit in Madrid · ★4.83 · 1 bedroom · 1 bed · 1 bath,Isabel,f,Universidad,Centro,40.42744,-3.70658,Casa entera,4,1.0,$81.00,4.83
Rental unit in Madrid · ★4.87 · 1 bedroom · 1 bed · 1 private bath,Mariano,t,Embajadores,Centro,40.41013,-3.70453,Habitación privada,2,1.0,$75.00,4.87
Rental unit in Madrid · ★4.58 · 1 bedroom · 2 beds · 1 bath,Miguel,f,Universidad,Centro,40.42556,-3.70175,Casa entera,4,2.0,$57.00,4.58
Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,Leyla,f,Arapiles,Chamberí,40.43358,-3.70524,Habitación privada,2,1.0,$35.00,5.0
Rental unit in Madrid · ★4.90 · 4 bedrooms · 7 beds · 2.5 baths,Vicente,t,Timón,Barajas,40.46913,-3.58258,Casa entera,8,7.0,$113.00,4.9
Rental unit in Madrid · ★4.67 · 2 bedrooms · 3 beds · 1 bath,Mad,f,Universidad,Centro,40.42661,-3.70222,Casa entera,4,3.0,$192.00,4.67
Rental unit in Madrid · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,Óscar,t,Numancia,Puente de Vallecas,40.40215,-3.66263,Habitación privada,2,1.0,$33.00,4.89
Rental unit in Madrid · ★4.77 · 1 bedroom · 2 beds · 1.5 baths,Victoria,t,Numancia,Puente de Vallecas,40.39826,-3.66722,Habitación privada,2,2.0,$31.00,4.77
Loft in Madrid · ★4.52 · 1 bedroom · 1 bed · 1 bath,Fernando,f,Sol,Centro,40.41901,-3.70631,Casa entera,2,1.0,$98.00,4.52
Rental unit in Madrid · ★4.65 · Studio · 1 bed · 1 bath,David,f,Cuatro Caminos,Tetuán,40.45126,-3.69369,Casa entera,4,1.0,$81.00,4.65
Home in Madrid · 3 bedrooms · 2 baths,Nuria,f,San Juan Bautista,Ciudad Lineal,40.44796,-3.66138,Casa entera,4,,$198.00,
Rental unit in Madrid · ★4.40 · 1 bedroom · 2 beds · 1 bath,Sergio,f,Embajadores,Centro,40.41156,-3.70546,Casa entera,3,2.0,$78.00,4.4
Rental unit in Madrid · ★4.71 · 1 bedroom · 2 beds · 2 shared baths,Carmen,t,Pacífico,Retiro,40.40646,-3.68289,Habitación privada,2,2.0,$26.00,4.71
Rental unit in Madrid · ★4.70 · 1 bedroom · 2 beds · 1 bath,Myriam,f,Palacio,Centro,40.41095,-3.71199,Casa entera,3,2.0,$80.00,4.7
Rental unit in Madrid · ★4.66 · 1 bedroom · 1 bed · 2 baths,Carmen,t,Pacífico,Retiro,40.40625,-3.68479,Habitación privada,1,1.0,$25.00,4.66
Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,María,f,Ciudad Universitaria,Moncloa - Aravaca,40.44919,-3.71006,Casa entera,2,1.0,$100.00,5.0
Rental unit in Madrid · ★4.61 · 1 bedroom · 2 beds · 1 bath,Vale,t,Sol,Centro,40.41726,-3.70269,Casa entera,2,2.0,$74.00,4.61
Rental unit in Madrid · ★4.50 · 1 bedroom · 2 beds · 1 bath,Jacqueline  - Apartamentos,t,Ibiza,Retiro,40.41667,-3.6756,Casa entera,4,2.0,$109.00,4.5
Home in Chiva · 1 bedroom · 14 beds,Masia,f,Ciudad Universitaria,Moncloa - Aravaca,40.46549,-3.75115,Habitación privada,16,14.0,$112.00,
Rental unit in Madrid · ★4.60 · 1 bedroom · 1 bed · 1 bath,Luis Manuel,f,Palacio,Centro,40.41498,-3.70891,Casa entera,2,1.0,$110.00,4.6
Rental unit in Madrid · ★4.88 · 2 bedrooms · 4 beds · 1 bath,Federico,t,Embajadores,Centro,40.41045,-3.7057,Casa entera,5,4.0,$113.00,4.88
Rental unit in Madrid · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,Ernesto,t,Sol,Centro,40.41858,-3.70077,Habitación privada,2,1.0,$40.00,4.7
Rental unit in Madrid · ★4.88 · 4 bedrooms · 5 beds · 2 baths,Francisco,t,Marroquina,Moratalaz,40.40721,-3.64994,Casa entera,8,5.0,$155.00,4.88
Rental unit in Madrid · ★4.65 · 3 bedrooms · 3 beds · 2.5 baths,Fernando,f,Sol,Centro,40.41888,-3.70645,Casa entera,8,3.0,$281.00,4.65
Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Cono,f,Rios Rosas,Chamberí,40.44338,-3.69662,Habitación privada,1,1.0,$38.00,5.0
Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 bath,Julio,f,Universidad,Centro,40.42741,-3.70807,Casa entera,2,1.0,$150.00,4.86
Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 2 baths,Antonia,t,Arapiles,Chamberí,40.43542,-3.70755,Habitación privada,2,1.0,$42.00,4.86
Rental unit in Madrid · ★4.61 · 3 bedrooms · 5 beds · 2 baths,Soledad,t,Palacio,Centro,40.42001,-3.70824,Casa entera,8,5.0,$150.00,4.61
Rental unit in Madrid · ★4.75 · 1 bedroom · 2 beds · 1 bath,José & María,t,Palacio,Centro,40.40964,-3.71139,Casa entera,4,2.0,$56.00,4.75
Rental unit in Madrid · ★4.71 · 1 bedroom · 1 bed · 1 bath,Miguel,f,Palacio,Centro,40.41483,-3.70927,Casa entera,4,1.0,$79.00,4.71
Rental unit in Madrid · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,José,f,Palos de Moguer,Arganzuela,40.40196,-3.6974,Habitación privada,1,1.0,$40.00,4.96
Rental unit in Madrid · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,Oscar,f,Arapiles,Chamberí,40.43812,-3.7108,Habitación privada,1,1.0,$22.00,4.67
Home in Madrid · ★4.50 · 2 bedrooms · 2 beds · 2 baths,Jose,f,Almenara,Tetuán,40.46544,-3.69534,Casa entera,4,2.0,$108.00,4.5
Rental unit in Madrid · ★4.70 · 1 bedroom · 2 beds · 1 bath,Juan Carlos,t,Embajadores,Centro,40.40956,-3.7009,Casa entera,3,2.0,$58.00,4.7
Home in Madrid · 2 bedrooms · 1 bed · 1 bath,Miriam,f,Embajadores,Centro,40.40873,-3.69961,Casa entera,4,1.0,$101.00,5.0
Loft in Madrid · ★4.70 · 1 bedroom · 2 beds · 1 bath,Nicasio,t,Universidad,Centro,40.424084,-3.708346,Casa entera,3,2.0,$75.00,4.7
Rental unit in Madrid · ★4.60 · 1 bedroom · 1 bed · 1 bath,Helena,f,Cortes,Centro,40.41328,-3.69498,Casa entera,2,1.0,$117.00,4.6
Rental unit in Madrid · ★4.75 · 1 bedroom · 2 beds · 1 bath,Conchi,f,Almagro,Chamberí,40.43747,-3.69949,Casa entera,2,2.0,$116.00,4.75
Rental unit in Madrid · ★4.98 · 1 bedroom · 2 beds · 1 private bath,Prado,f,Salvador,San Blas - Canillejas,40.4449,-3.63508,Habitación privada,2,2.0,$50.00,4.98
Rental unit in Madrid · ★4.92 · 1 bedroom · 2 beds · 1 bath,Martin,t,Embajadores,Centro,40.40912,-3.70074,Casa entera,2,2.0,$83.00,4.92
Rental unit in Madrid · ★4.75 · 2 bedrooms · 2 beds · 1 bath,Francisco,f,Sol,Centro,40.41596,-3.70431,Casa entera,4,2.0,$182.00,4.75
Rental unit in Madrid · ★New · 1 bedroom · 1 bed · 1 bath,M Victoria,f,Goya,Salamanca,40.4256315,-3.6714298,Casa entera,2,1.0,$80.00,
Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,Eugenia,f,Justicia,Centro,40.42463,-3.69692,Habitación privada,1,1.0,$34.00,4.86
Rental unit in Madrid · ★4.82 · 3 bedrooms · 6 beds · 1.5 baths,Hortensia,f,Gaztambide,Chamberí,40.43741,-3.71162,Casa entera,5,6.0,$110.00,4.82
Rental unit in Madrid · ★4.90 · 1 bedroom · 2 beds · 1 bath,Sylvia,t,Palacio,Centro,40.41301,-3.70848,Casa entera,4,2.0,$136.00,4.9
Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 bath,María,t,Universidad,Centro,40.42656,-3.7036,Casa entera,2,1.0,$237.00,4.86
Rental unit in Madrid · ★4.97 · 1 bedroom · 1 bed · 1 bath,Rosario,t,Palacio,Centro,40.41354,-3.7079,Casa entera,2,1.0,$89.00,4.97
Rental unit in Madrid · ★4.67 · 1 bedroom · 1 bed · 1 bath,Inma,f,Justicia,Centro,40.42849,-3.70194,Casa entera,2,1.0,$80.00,4.67
Rental unit in Madrid · ★4.86 · 1 bedroom · 2 beds · 1 bath,Sylvia,t,Embajadores,Centro,40.41368,-3.70544,Casa entera,3,2.0,$106.00,4.86
Home in Madrid · ★4.67 · 1 bedroom · 1 bed · 1 bath,Ivaylo,t,Lucero,Latina,40.40726,-3.74174,Habitación privada,1,1.0,$14.00,4.67
Rental unit in Madrid · ★4.86 · 3 bedrooms · 4 beds · 2 baths,Sylvia,t,Embajadores,Centro,40.41353,-3.70715,Casa entera,8,4.0,$230.00,4.86
Serviced apartment in Madrid · ★4.90 · 1 bedroom · 2 beds · 1 bath,Carmen,f,Recoletos,Salamanca,40.42187,-3.68775,Casa entera,2,2.0,$100.00,4.9
Rental unit in Madrid · ★4.48 · 1 bedroom · 1 bed · 1 bath,Fernando,f,Sol,Centro,40.41936,-3.70752,Casa entera,2,1.0,$100.00,4.48
Condo in Madrid · ★4.69 · 1 bedroom · 4 beds · 1 bath,Verónica,f,Castilla,Chamartín,40.47058,-3.68539,Casa entera,2,4.0,$70.00,4.69
Loft in Madrid · ★4.59 · 1 bedroom · 1 bed · 1 bath,Joan,f,Embajadores,Centro,40.40842416579815,-3.705641127413188,Casa entera,2,1.0,$46.00,4.59
Rental unit in Madrid · ★4.24 · 1 bedroom · 1 bed · 1 bath,Antonio,f,Palacio,Centro,40.42117,-3.71103,Casa entera,3,1.0,$70.00,4.24
Rental unit in Madrid · ★4.39 · 2 bedrooms · 2 beds · 1 bath,Angel,t,Embajadores,Centro,40.40766,-3.69952,Casa entera,4,2.0,$80.00,4.39
Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · Shared half-bath,José,t,Numancia,Puente de Vallecas,40.40259,-3.6642,Habitación privada,1,1.0,$25.00,4.86
Rental unit in Madrid · ★4.60 · 2 bedrooms · 3 beds · 1 bath,Alicia,f,Sol,Centro,40.41845,-3.70544,Casa entera,4,3.0,$150.00,4.6
Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,Luis,f,Justicia,Centro,40.42204,-3.69989,Casa entera,2,1.0,$110.00,4.0
Rental unit in Madrid · ★4.62 · 1 bedroom · 1 bed · 1 bath,Alicia,f,Sol,Centro,40.41866,-3.70547,Casa entera,4,1.0,$102.00,4.62
Rental unit in Madrid · ★4.61 · Studio · 2 beds · 1 bath,Silmara,f,Palacio,Centro,40.4175,-3.7093,Casa entera,2,2.0,$74.00,4.61
Rental unit in Madrid · ★4.60 · 2 bedrooms · 3 beds · 2 baths,Alicia,f,Palacio,Centro,40.42062,-3.70766,Casa entera,6,3.0,$154.00,4.6
Rental unit in Madrid · ★4.98 · 1 bedroom · 2 beds · 1.5 baths,Teresa,t,Cortes,Centro,40.41513,-3.69935,Casa entera,2,2.0,$111.00,4.98
Rental unit in Madrid · ★4.83 · 1 bedroom,Maria,f,Goya,Salamanca,40.42414,-3.67547,Habitación privada,1,,$17.00,4.83
Rental unit in Madrid · Studio · 1 bed · 1 bath,Alfredo,f,Trafalgar,Chamberí,40.43401,-3.70052,Casa entera,1,1.0,$22.00,5.0
Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath,Juan,f,Concepción,Ciudad Lineal,40.4334,-3.65682,Habitación privada,2,1.0,$379.00,4.0
Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,Alfredo,f,Trafalgar,Chamberí,40.43454,-3.70036,Casa entera,1,1.0,$33.00,5.0
Rental unit in Madrid · 2 bedrooms · 3 beds · 1 bath,Felipe,f,Embajadores,Centro,40.41163,-3.69811,Casa entera,4,3.0,$510.00,5.0
Rental unit in Madrid · ★4.85 · 1 bedroom · 1 bed · 1 bath,Henar,f,Universidad,Centro,40.42157,-3.70539,Habitación privada,2,1.0,$35.00,4.85
Rental unit in Madrid · ★4.86 · 1 bedroom · 2 beds · 1 private bath,Josefa,f,Palomeras Sureste,Puente de Vallecas,40.38901,-3.64185,Habitación privada,2,2.0,$25.00,4.86
Rental unit in Madrid · ★4.50 · Studio · 2 beds · 1 bath,Patricia,f,Jerónimos,Retiro,40.41633,-3.68653,Casa entera,4,2.0,$189.00,4.5
Rental unit in Madrid · ★4.51 · 1 bedroom · 1 bed · 1 bath,Meyling,f,Universidad,Centro,40.42055,-3.70332,Casa entera,2,1.0,$85.00,4.51
Rental unit in Madrid · ★4.57 · 1 bedroom · 2 beds · 1 bath,Beatriz,f,Embajadores,Centro,40.4085,-3.69743,Casa entera,2,2.0,$70.00,4.57
Rental unit in Madrid · ★4.72 · 1 bedroom · 2 beds · 1 bath,Patricia,f,Recoletos,Salamanca,40.41981,-3.69174,Casa entera,4,2.0,$225.00,4.72
Rental unit in Madrid · ★4.58 · 1 bedroom · 1 bed · 1 bath,Alberto,t,Justicia,Centro,40.42187,-3.69876,Casa entera,2,1.0,$89.00,4.58
Home in Madrid · 1 bedroom · 1 bed · 1 bath,Eugenia,f,Rios Rosas,Chamberí,40.43907,-3.70305,Habitación privada,1,1.0,$64.00,4.0
Rental unit in Madrid · ★4.58 · 1 bedroom · 1 bed · 2 shared baths,David,f,Gaztambide,Chamberí,40.43715,-3.71356,Habitación privada,2,1.0,$72.00,4.58
Rental unit in Madrid · ★4.68 · 2 bedrooms · 3 beds · 1 bath,Nuria,f,Universidad,Centro,40.42176,-3.7024,Casa entera,6,3.0,$209.00,4.68
Rental unit in Madrid · ★4.94 · 1 bedroom · 1 bed · 1 bath,Elena,f,San Andrés,Villaverde,40.34993,-3.70594,Casa entera,3,1.0,$82.00,4.94
Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath,Vanesa,f,Los Rosales,Villaverde,40.35618,-3.69082,Habitación privada,1,1.0,$78.00,
Rental unit in Madrid · ★4.65 · 1 bedroom · 2 beds · 1 bath,Patricia,f,Universidad,Centro,40.422,-3.70445,Casa entera,2,2.0,$74.00,4.65
Home in Madrid · ★4.74 · 1 bedroom · 2 beds · 1 private bath,Rafael,f,El Viso,Chamartín,40.44282,-3.68077,Habitación privada,2,2.0,$38.00,4.74
Rental unit in Madrid · ★4.63 · 1 bedroom · 2 beds · 1 bath,Luis,f,Cortes,Centro,40.41031,-3.69438,Casa entera,2,2.0,$41.00,4.63
Rental unit in Madrid · ★4.83 · 3 bedrooms · 4 beds · 1 bath,Rosa,f,Pacífico,Retiro,40.40698,-3.67882,Casa entera,6,4.0,$206.00,4.83
Rental unit in Madrid · ★4.92 · 2 bedrooms · 3 beds · 1 bath,Susa,t,Sol,Centro,40.4183,-3.70731,Casa entera,4,3.0,$199.00,4.92
Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath,Eduardo,f,Cortes,Centro,40.41797,-3.69855,Habitación privada,1,2.0,$60.00,
Rental unit in Madrid · ★4.88 · 1 bedroom · 2 beds · 1.5 shared baths,Tania,f,Palos de Moguer,Arganzuela,40.40339,-3.69393,Habitación privada,2,2.0,$49.00,4.88
Rental unit in Madrid · ★4.75 · 1 bedroom · 2 beds · 1 bath,Sol,f,Palacio,Centro,40.41639,-3.71313,Casa entera,2,2.0,$116.00,4.75
Rental unit in Madrid · ★4.70 · 2 bedrooms · 3 beds · 2 baths,Balta,f,Delicias,Arganzuela,40.39236,-3.69462,Casa entera,4,3.0,$104.00,4.7
Condo in Madrid · ★4.73 · 2 bedrooms · 3 beds · 1 bath,Sergio,t,Palacio,Centro,40.41009,-3.71201,Casa entera,6,3.0,$98.00,4.73
